ID,dist,lat,lon
316810,3,38.650343,-121.077987
316812,3,38.650558,-121.078186
316817,3,38.579627,-121.560264
316822,3,38.579562,-121.560684
316827,3,38.685734,-121.53999
316835,3,38.723794,-121.540298
316839,3,38.7238,-121.540538
316851,3,38.753549,-121.541603
316856,3,38.753535,-121.541931
316862,3,38.778831,-121.543384
316888,3,38.659393,-120.966654
316894,3,38.659641,-120.966658
316898,3,38.708522,-120.844699
316902,3,38.708734,-120.844876
316906,3,38.68832,-120.906603
316910,3,38.693879,-120.896418
316916,3,38.778827,-121.543738
316922,3,38.837941,-121.54357
316928,3,38.837929,-121.543929
316932,3,38.870857,-121.559187
316936,3,38.870858,-121.559187
316940,3,38.888377,-121.57382
316944,3,38.888376,-121.573819
316949,3,38.641832,-121.143454
316959,3,38.643966,-121.09803
316964,3,38.64424,-121.098121
316970,3,38.642124,-121.143381
316976,3,38.646922,-121.088228
316977,3,38.641832,-121.143454
316980,3,38.642124,-121.143381
316983,3,38.643966,-121.09803
316985,3,38.64424,-121.098121
316987,3,38.646922,-121.088228
316992,3,38.647156,-121.088347
316993,3,38.647156,-121.088347
317002,3,38.780258,-121.232291
317003,3,38.780384,-121.232414
317008,3,38.794109,-121.215877
317013,3,38.794247,-121.216011
317018,3,38.807766,-121.199595
317023,3,38.807848,-121.199784
317028,3,38.573494,-121.581706
317033,3,38.573676,-121.581761
317038,3,38.814108,-121.543594
317042,3,38.814098,-121.543853
317045,3,38.685644,-121.540243
317064,3,38.638915,-121.402197
317078,3,38.85295,-121.299556
317080,3,38.848385,-121.299612
317081,3,38.85295,-121.299556
317088,3,38.852352,-121.299937
317089,3,38.852076,-121.299941
317090,3,38.852527,-121.299935
317098,3,38.787027,-121.285685
317099,3,38.786753,-121.285685
317137,3,38.376695,-121.362864
317138,3,38.377041,-121.365626
317139,3,38.377041,-121.363633
317140,3,38.374381,-121.360779
317141,3,38.374957,-121.360779
317142,3,38.377839,-121.363709
317143,3,38.377839,-121.363428
317144,3,38.375609,-121.362265
317145,3,38.375609,-121.36536
317146,3,38.375609,-121.363371
317147,3,39.422496,-120.035411
317157,3,38.801382,-121.207488
317158,3,38.800672,-121.208335
317166,3,38.803863,-121.204533
317167,3,38.803863,-121.204533
317168,3,38.660308,-121.36059
317171,3,38.662337,-121.358345
317187,3,38.381654,-121.477984
317191,3,38.381646,-121.47834
317195,3,38.671375,-121.556036
317199,3,38.67108,-121.556028
317217,3,38.673489,-121.641619
317221,3,38.673224,-121.641641
317229,3,38.673641,-121.721947
317237,3,38.398539,-121.481801
317245,3,38.415296,-121.485273
317255,3,38.423747,-121.487037
317265,3,38.458701,-121.494684
317269,3,38.671383,-121.576883
317273,3,38.671101,-121.576902
317284,3,38.671125,-121.59849
317287,3,38.671392,-121.598487
317291,3,38.67364,-121.672904
317295,3,38.673377,-121.672911
317303,3,38.366199,-121.351833
317312,3,38.380569,-121.366345
317320,3,38.395202,-121.379569
317324,3,38.437788,-121.489593
317328,3,38.437757,-121.489937
317335,3,38.618335,-121.513931
317342,3,38.618278,-121.514247
317354,3,38.650082,-121.53017
317365,3,38.662508,-121.536914
317369,3,38.673381,-121.620138
317373,3,38.673142,-121.620153
317377,3,38.673766,-121.698218
317381,3,38.673507,-121.698211
317385,3,38.674114,-121.73884
317389,3,38.67389,-121.739151
317393,3,38.257363,-121.448669
317397,3,38.257298,-121.449011
317401,3,38.289675,-121.458807
317406,3,38.289616,-121.459167
317410,3,38.363198,-121.474097
317414,3,38.363177,-121.474469
317418,3,39.017817,-120.984103
317426,3,39.077717,-120.960177
317430,3,39.077785,-120.960346
317435,3,38.278519,-121.305282
317439,3,38.278419,-121.305504
317449,3,38.670561,-121.751324
317453,3,38.345033,-121.470299
317457,3,38.345006,-121.470659
317462,3,38.691055,-121.755696
317466,3,38.690943,-121.756016
317470,3,38.700069,-121.779707
317474,3,38.699865,-121.779917
317479,3,38.865575,-121.132716
317485,3,38.865634,-121.132902
317490,3,38.87878,-121.117073
317495,3,38.878933,-121.117047
317500,3,38.889688,-121.088905
317505,3,38.889884,-121.088862
317511,3,38.897018,-121.078527
317517,3,38.897143,-121.078636
317522,3,38.959549,-121.02964
317527,3,38.959607,-121.029847
317532,3,38.976881,-121.012109
317537,3,38.976981,-121.012249
317543,3,38.99121,-121.000193
317548,3,38.991297,-121.000324
317556,3,38.260142,-121.297412
317560,3,38.313569,-121.322241
317564,3,38.313521,-121.32247
317570,3,38.532497,-121.768402
317576,3,38.532519,-121.768677
317580,3,38.633882,-121.762743
317584,3,38.63388,-121.763093
317588,3,38.307402,-121.462482
317593,3,38.30738,-121.462842
317601,3,38.326829,-121.466874
317607,3,38.911833,-121.06696
317612,3,38.893218,-121.084036
317619,3,38.966368,-121.020503
317624,3,38.966619,-121.020538
317628,3,39.043894,-120.97409
317632,3,39.043898,-120.974234
317640,3,38.246918,-121.288935
317644,3,38.295923,-121.314815
317648,3,38.295911,-121.315061
317652,3,38.333162,-121.331027
317656,3,38.3331,-121.331299
317660,3,38.352842,-121.340605
317664,3,38.352769,-121.340831
317668,3,38.551997,-121.767689
317672,3,38.551993,-121.768035
317676,3,38.573155,-121.767453
317680,3,38.573165,-121.767786
317684,3,38.595885,-121.766998
317688,3,38.595928,-121.767313
317692,3,38.652058,-121.755035
317696,3,38.652074,-121.755365
317704,3,38.814569,-120.028216
317706,3,38.814569,-120.028219
317710,3,38.875624,-120.005357
317711,3,38.875618,-120.005359
317715,3,38.904804,-119.999409
317716,3,38.904804,-119.999408
317722,3,38.923997,-119.988091
317723,3,38.924059,-119.988151
317728,3,39.163043,-120.144364
317729,3,39.163043,-120.144364
317735,3,38.952202,-119.949447
317736,3,38.952124,-119.949377
317742,3,38.935578,-119.977471
317743,3,38.935572,-119.977343
317751,3,38.804949,-121.202965
317752,3,38.804949,-121.202965
